year,country,final_televote_points,final_jury_points,final_total_points,is_champion,direct_qualifier_10,qualified_10,artist_name,song_name,language,style,semi_final,semi_draw_position,final_draw_position,final_place,gender,main_singers,age,selection,key,BPM,energy,danceability,happiness,loudness,acousticness,instrumentalness,liveness,speechiness,release_date,key_change_10,backing_dancers,backing_singers,backing_instruments,instrument_10,final_televote_votes,final_jury_votes,semi_place,semi_televote_points,semi_jury_points,semi_total_points,favourite_10,race,host_10
2016,Sweden,139,122,261,0,1,1,Frans,If I Were Sorry,English,Pop,1,-,9,5.0,Male,1,unknown,unknown,A Minor,120,85,73,12,5 dB,16,1,10,5,unknown,unknown,0,0,0,0,29.0,17.0,,,,232.5,0,unknown,1
2016,France,109,148,257,0,1,1,Amir,J'ai cherche,"French, English",Pop,1,-,11,6.0,Male,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,0,0,26.0,26.0,,,,232.5,0,unknown,0
2016,Armenia,134,115,249,0,0,1,Iveta Mukuchyan,LoveWave,English,Pop,1,7,26,7.0,Female,1,unknown,unknown,F Minor,120,72,53,31,8 dB,8,0,11,5,unknown,unknown,0,0,0,0,21.0,21.0,2.0,116.0,127.0,243.0,0,unknown,0
2016,Poland,222,7,229,0,0,1,Michal Szpak,Color of Your Life,English,Pop,2,2,12,8.0,Male,1,unknown,unknown,A Minor,83,67,49,25,5 dB,9,0,8,3,unknown,unknown,0,0,4,0,35.0,4.0,6.0,131.0,20.0,151.0,0,unknown,0
2016,Lithuania,96,104,200,0,0,1,Donny Montell,I've Been Waiting for This Night,English,Ballad,2,9,16,9.0,Male,1,unknown,unknown,A Major,134,77,48,61,6 dB,0,0,31,4,unknown,unknown,0,0,0,0,17.0,22.0,4.0,118.0,104.0,222.0,0,unknown,0
2016,Belgium,51,130,181,0,0,1,Laura Tesoro,What's the Pressure,English,Pop,2,18,1,10.0,Female,1,unknown,unknown,B Major,117,81,75,76,3 dB,2,0,7,10,unknown,unknown,0,4,0,0,9.0,20.0,3.0,135.0,139.0,274.0,0,unknown,0
2016,Netherlands,39,114,153,0,0,1,Douwe Bob,Slow Down,English,Pop,1,6,3,11.0,Male,1,unknown,unknown,B Minor,124,79,60,62,5 dB,5,0,6,3,unknown,unknown,0,0,5,1,8.0,22.0,5.0,95.0,102.0,197.0,0,unknown,0
2016,Malta,16,137,153,0,0,1,Ira Losco,Walk on Water,English,Pop,1,18,22,12.0,Female,1,unknown,unknown,Eb Minor,124,81,38,18,5 dB,0,0,13,5,unknown,unknown,1,0,0,0,3.0,23.0,3.0,54.0,155.0,209.0,0,unknown,0
2016,Austria,120,31,151,0,0,1,Zoe,Loin d'ici,French,Pop,1,12,24,13.0,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,0,0,27.0,7.0,7.0,133.0,37.0,170.0,0,unknown,0
2016,Israel,11,124,135,0,0,1,Hovi Star,Made of Stars,English,Ballad,2,4,7,14.0,Male,1,unknown,unknown,G Minor,70,41,43,36,7 dB,62,0,12,3,unknown,unknown,2,0,0,0,3.0,25.0,7.0,20.0,127.0,147.0,0,unknown,0
2016,Latvia,63,69,132,0,0,1,Justs,Heartbeat,English,Pop,2,1,20,15.0,Male,1,unknown,unknown,Db Major,115,55,68,52,7 dB,3,0,9,7,unknown,unknown,0,0,0,0,13.0,14.0,8.0,68.0,64.0,132.0,0,unknown,0
2016,Italy,34,90,124,0,1,1,Francesca Michielin,No Degree of Separation,"Italian, English",Pop,2,-,6,16.0,Female,1,unknown,unknown,C Major,150,78,29,34,4 dB,2,0,17,4,unknown,unknown,0,0,0,0,8.0,14.0,,,,232.5,0,unknown,0
2016,Azerbaijan,73,44,117,0,0,1,Samra,Miracle,English,Pop,1,14,4,17.0,Female,1,unknown,unknown,F Minor,96,76,58,34,3 dB,5,0,14,4,unknown,unknown,0,4,0,0,13.0,11.0,6.0,93.0,92.0,185.0,0,unknown,0
2016,Serbia,80,35,115,0,0,1,Sanja Vucic ZAA,Goodbye (Shelter),English,Pop,2,6,15,18.0,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,1,4,0,0,8.0,7.0,10.0,50.0,55.0,105.0,0,unknown,0
2016,Hungary,56,52,108,0,0,1,Freddie,Pioneer,English,Pop,1,4,5,19.0,Male,1,unknown,unknown,C Minor,72,59,51,28,8 dB,0,96,11,3,unknown,unknown,0,3,1,0,16.0,12.0,4.0,119.0,78.0,197.0,0,unknown,0
2016,Georgia,24,80,104,0,0,1,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,English,Rock,2,16,23,20.0,Male,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,3,1,6.0,12.0,9.0,39.0,84.0,123.0,0,unknown,0
2016,Cyprus,53,43,96,0,0,1,Minus One,Alter Ego,English,Rock,1,11,14,21.0,Male,1,unknown,unknown,Bb Minor,130,91,48,59,4 dB,1,0,10,5,unknown,unknown,0,0,4,0,11.0,10.0,8.0,93.0,71.0,164.0,0,unknown,0
2016,Spain,10,67,77,0,1,1,Barei,Say Yay!,English,Pop,1,-,19,22.0,Female,1,unknown,unknown,F Minor,125,79,63,53,6 dB,2,0,10,3,unknown,unknown,0,4,0,0,5.0,15.0,,,,232.5,0,unknown,0
2016,Croatia,33,40,73,0,0,1,Nina Kraljic,Lighthouse,English,Pop,1,5,17,23.0,Female,1,unknown,unknown,Bb Minor,116,54,60,36,5 dB,23,0,21,4,unknown,unknown,0,4,0,0,5.0,11.0,10.0,53.0,80.0,133.0,0,unknown,0
2016,United Kingdom,8,54,62,0,1,1,Joe and Jake,You're Not Alone,English,Pop,2,-,25,24.0,Male,2,unknown,unknown,E Major,128,87,53,34,5 dB,0,0,17,5,unknown,unknown,0,0,2,1,3.0,10.0,,,,232.5,0,unknown,0
2016,Czech Republic,0,41,41,0,0,1,Gabriela Guncikova,I Stand,English,Pop,1,10,2,25.0,Female,1,unknown,unknown,G Minor,103,59,17,17,6 dB,0,0,31,4,unknown,unknown,0,0,0,0,0.0,11.0,9.0,41.0,120.0,161.0,0,unknown,0
2016,Germany,10,1,11,0,1,1,Jamie-Lee,Ghost,English,Pop,2,-,10,26.0,Female,1,unknown,unknown,Bb Minor,170,60,47,21,7 dB,33,0,7,4,unknown,unknown,0,0,0,0,2.0,1.0,,,,232.5,0,unknown,0
2016,Finland,0,0,0,0,0,0,Sandhja,Sing It Away,English,Pop,1,1,-,,Female,1,unknown,unknown,G Minor,126,90,65,58,5 dB,0,3,15,8,unknown,unknown,0,5,0,0,,,15.0,16.0,35.0,51.0,0,unknown,0
2016,Greece,0,0,0,0,0,0,Argo,Utopian Land,"English,†Greek3",Pop,1,2,-,,Mix,4,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,2,0,,,16.0,22.0,22.0,44.0,0,unknown,0
2016,Moldova,0,0,0,0,0,0,Lidia Isac,Falling Stars,English,Pop,1,3,-,,Female,1,unknown,unknown,Ab Major,126,82,63,30,7 dB,5,0,2,4,unknown,unknown,1,0,0,0,,,17.0,9.0,24.0,33.0,0,unknown,0
2016,San Marino,0,0,0,0,0,0,Serhat,I Didn't Know,English,Pop,1,8,-,,Male,1,unknown,unknown,Fs Minor,123,70,68,54,7 dB,3,0,13,5,unknown,unknown,0,5,0,0,,,12.0,49.0,19.0,68.0,0,unknown,0
2016,Estonia,0,0,0,0,0,0,Juri Pootsmann,Play,English,Pop,1,13,-,,Male,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,0,0,,,18.0,15.0,9.0,24.0,0,unknown,0
2016,Montenegro,0,0,0,0,0,0,Highway,The Real Thing,English,Pop,1,15,-,,Male,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,1,1,2,0,,,13.0,14.0,46.0,60.0,0,unknown,0
2016,Iceland,0,0,0,0,0,0,Greta SalOme,Hear Them Calling,English,Pop,1,16,-,,Female,1,unknown,unknown,D Minor,134,54,54,29,11 dB,4,0,25,8,unknown,unknown,0,0,0,0,,,14.0,24.0,27.0,51.0,0,unknown,0
2016,Bosnia and Herzegovina,0,0,0,0,0,0,Dalal†&†Deen†feat.†Ana Rucner†and†Jala,Ljubav je,Bosnian,Pop,1,17,-,,Mix,3,unknown,unknown,Eb Major,84,73,30,48,6 dB,34,0,9,12,unknown,unknown,0,0,1,0,,,11.0,78.0,26.0,104.0,0,unknown,0
2016,Switzerland,0,0,0,0,0,0,Rykka,The Last of Our Kind,English,Pop,2,3,-,,Female,1,unknown,unknown,Db Minor,81,67,57,45,5 dB,16,0,43,4,unknown,unknown,0,0,0,0,,,18.0,3.0,25.0,28.0,0,unknown,0
2016,Belarus,0,0,0,0,0,0,Ivan,Help You Fly,English,Pop,2,5,-,,Male,1,unknown,unknown,D Minor,93,76,49,29,6 dB,0,0,15,3,unknown,unknown,0,0,0,0,,,12.0,52.0,32.0,84.0,0,unknown,0
2016,Ireland,0,0,0,0,0,0,Nicky Byrne,Sunlight,English,Pop,2,7,-,,Male,1,unknown,unknown,G Minor,125,9,62,48,6 dB,4,0,26,3,unknown,unknown,0,0,3,0,,,15.0,31.0,15.0,46.0,0,unknown,0
2016,North Macedonia,0,0,0,0,0,0,Kaliopi,Dona,Macedonian,Ballad,2,8,-,,Female,1,unknown,unknown,G Major,132,51,52,17,7 dB,17,0,11,5,unknown,unknown,0,4,1,0,,,11.0,54.0,34.0,88.0,0,unknown,0
2016,Slovenia,0,0,0,0,0,0,ManuElla,Blue and Red,English,Pop,2,11,-,,Female,1,unknown,unknown,G Major,145,81,51,22,3 dB,9,0,35,4,unknown,unknown,1,0,0,0,,,14.0,8.0,49.0,57.0,0,unknown,0
2016,Denmark,0,0,0,0,0,0,Lighthouse X,Soldiers of Love,English,Pop,2,13,-,,Male,3,unknown,unknown,Ab Major,127,70,65,39,7 dB,2,0,6,5,unknown,unknown,0,0,0,0,,,17.0,24.0,10.0,34.0,0,unknown,0
2016,Norway,0,0,0,0,0,0,Agnete,Icebreaker,English,Dance,2,15,-,,Female,1,unknown,unknown,Fs Minor,125,72,43,18,6 dB,1,0,11,4,unknown,unknown,1,0,0,0,,,13.0,34.0,29.0,63.0,0,unknown,0
2016,Albania,0,0,0,0,0,0,Eneda Tarifa,Fairytale,English,Pop,2,17,-,,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,3,0,0,,,16.0,35.0,10.0,45.0,0,unknown,0
2015,Sweden,353,272,625,1,0,1,Mans Zelmerlow,Heroes,English,Pop,2,13,10,1.0,Male,1,unknown,unknown,G Major,124,79,48,37,4 dB,7,0,5,4,unknown,unknown,0,0,0,0,38.0,37.0,1.0,,,217.0,1,unknown,0
2015,Italy,171,356,527,0,1,1,Il Volo,Grande amore,Italian,Ballad,1,-,27,3.0,Male,3,unknown,unknown,Db Major,142,60,46,15,6 dB,6,0,15,3,unknown,unknown,0,0,0,0,38.0,27.0,,,,136.0,0,unknown,0
2015,Russia,234,286,520,0,0,1,Polina Gagarina,A Million Voices,English,Pop,1,12,25,2.0,Female,1,unknown,unknown,G Major,76,66,43,32,4 dB,18,0,17,3,unknown,unknown,0,2,3,0,38.0,32.0,1.0,,,182.0,0,unknown,0
2015,Belgium,186,190,376,0,0,1,Loic Nottet,Rhythm Inside,English,Pop,1,3,13,4.0,Male,1,unknown,unknown,G Major,90,51,82,31,5 dB,8,0,7,4,unknown,unknown,0,5,0,0,37.0,31.0,2.0,,,149.0,0,unknown,0
2015,Latvia,249,88,337,0,0,1,Aminata,Love Injected,English,Pop,2,10,19,6.0,Female,1,unknown,unknown,G Minor,144,29,45,16,10 dB,12,2,12,5,unknown,unknown,0,3,0,0,22.0,35.0,2.0,,,155.0,0,unknown,0
2015,Norway,163,37,200,0,0,1,Morland†&†Debrah Scarlett,A Monster Like Me,English,Ballad,2,6,9,8.0,Mix,2,unknown,unknown,Db Minor,147,31,31,17,8 dB,46,0,10,3,unknown,unknown,0,0,0,0,10.0,24.0,4.0,,,123.0,0,unknown,0
2015,Estonia,53,144,197,0,0,1,Elina Born†&†Stig Rasta,Goodbye to Yesterday,English,Pop,1,7,4,7.0,Mix,2,unknown,unknown,G Minor,138,83,63,70,5 dB,38,0,39,5,unknown,unknown,0,0,0,1,32.0,16.0,3.0,,,105.0,0,unknown,0
2015,Israel,77,102,179,0,0,1,Nadav Guedj,Golden Boy,English,Pop,2,9,3,9.0,Male,1,unknown,unknown,Db Minor,115,83,72,70,5 dB,18,0,7,6,unknown,unknown,3,2,0,0,31.0,17.0,3.0,,,151.0,0,unknown,0
2015,Georgia,62,51,113,0,0,1,Nina Sublatti,Warrior,English,Pop,1,16,23,11.0,Female,1,unknown,unknown,F Minor,141,91,46,39,4 dB,1,0,22,10,unknown,unknown,0,0,0,0,12.0,13.0,4.0,,,98.0,0,unknown,0
2015,Serbia,12,86,98,0,0,1,Bojana Stamenov,Beauty Never Lies,English,Pop,1,9,8,10.0,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,4,0,0,16.0,4.0,9.0,,,63.0,0,unknown,0
2015,Albania,4,93,97,0,0,1,Elhaida Dani,I'm Alive,English,Pop,1,14,26,17.0,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,3,0,0,12.0,2.0,10.0,,,62.0,0,unknown,0
2015,Armenia,15,77,92,0,0,1,Genealogy,Face the Shadow,English,Pop,1,2,6,16.0,Mix,6,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,0,0,11.0,4.0,7.0,,,77.0,0,unknown,0
2015,Romania,21,69,90,0,0,1,Voltaj,De la capat,"Romanian, English",Pop,1,15,20,15.0,Male,1,unknown,unknown,E Major,98,56,57,16,6 dB,49,0,13,3,unknown,unknown,0,0,4,0,12.0,4.0,5.0,,,89.0,0,unknown,0
2015,Azerbaijan,40,48,88,0,0,1,Elnur Huseynov,Hour of the Wolf,English,Ballad,2,11,24,12.0,Male,1,unknown,unknown,D Major,106,67,48,19,5 dB,6,0,31,4,unknown,unknown,2,0,0,0,8.0,8.0,10.0,,,53.0,0,unknown,0
2015,Montenegro,44,34,78,0,0,1,Knez,Adio,Montenegrin,Traditional,2,4,16,13.0,Male,1,unknown,unknown,Fs Minor,95,56,34,29,8 dB,63,0,6,3,unknown,unknown,0,5,0,0,5.0,9.0,9.0,,,57.0,0,unknown,0
2015,Lithuania,31,44,75,0,0,1,Monika Linkyte†&†Vaidas Baumila,This Time,English,Pop,2,1,7,18.0,Mix,2,unknown,unknown,Ab Major,131,87,56,32,6 dB,0,0,11,6,unknown,unknown,0,4,0,0,6.0,9.0,7.0,,,67.0,0,unknown,0
2015,Cyprus,63,8,71,0,0,1,John Karayiannis,One Thing I Should Have Done,English,Ballad,2,15,11,22.0,Male,1,unknown,unknown,Eb Major,90,38,35,46,8 dB,55,0,37,3,unknown,unknown,0,0,0,0,1.0,15.0,6.0,,,87.0,0,unknown,0
2015,Slovenia,36,27,63,0,0,1,Maraaya,Here for You,English,Pop,2,16,1,14.0,Female,1,unknown,unknown,E Minor,158,76,29,54,5 dB,1,0,38,17,unknown,unknown,1,0,1,0,6.0,10.0,5.0,,,92.0,0,unknown,0
2015,Greece,29,24,53,0,0,1,Maria Elena Kyriakou,One Last Breath,English,Ballad,1,6,15,19.0,Female,1,unknown,unknown,D Minor,69,60,22,31,7 dB,18,0,41,4,unknown,unknown,0,0,1,0,4.0,5.0,6.0,,,81.0,0,unknown,0
2015,Poland,2,47,49,0,0,1,Monika Kuszynska,In the Name of Love,English,Ballad,2,17,18,23.0,Female,1,unknown,unknown,Db Major,82,64,34,13,7 dB,15,0,18,4,unknown,unknown,0,3,1,0,10.0,1.0,8.0,,,57.0,0,unknown,0
2015,Hungary,29,17,46,0,0,1,Boggie,Wars for Nothing,English,Pop,1,10,22,20.0,Female,1,unknown,unknown,D Major,97,15,45,22,12 dB,83,0,16,3,unknown,unknown,0,4,0,0,4.0,8.0,8.0,,,67.0,0,unknown,0
2015,Austria,40,0,40,0,1,1,The Makemakes,I Am Yours,English,Ballad,1,-,14,26.0,Male,1,unknown,unknown,Db Major,83,50,52,25,6 dB,31,0,10,3,unknown,unknown,0,0,2,1,0.0,12.0,,,,136.0,0,unknown,1
2015,Spain,6,26,32,0,1,1,Edurne,Amanecer,Spanish,Ballad,1,-,21,21.0,Female,1,unknown,unknown,Eb Minor,127,70,45,11,4 dB,14,0,10,3,unknown,unknown,1,0,0,0,8.0,3.0,,,,136.0,0,unknown,0
2015,Germany,24,5,29,0,1,1,Ann Sophie,Black Smoke,English,Pop,2,-,17,27.0,Female,1,unknown,unknown,Db Major,172,86,61,81,4 dB,0,0,15,9,unknown,unknown,0,4,0,0,2.0,7.0,,,,136.0,0,unknown,0
2015,France,24,3,27,0,1,1,Lisa Angell,N'oubliez pas,French,Ballad,2,-,2,25.0,Female,1,unknown,unknown,A Minor,126,51,54,21,6 dB,75,0,10,3,unknown,unknown,0,0,4,0,1.0,8.0,,,,136.0,0,unknown,0
2015,United Kingdom,12,4,16,0,1,1,Electro Velvet,Still in Love with You,English,Pop,2,-,5,24.0,Mix,2,unknown,unknown,C Major,117,81,75,74,4 dB,3,0,8,6,unknown,unknown,0,4,0,0,2.0,6.0,,,,136.0,0,unknown,0
2015,Moldova,0,0,0,0,0,0,Eduard Romanyuta,I Want Your Love,English,Pop,1,1,-,,Male,1,unknown,unknown,Ab Major,103,81,44,87,5 dB,3,0,15,4,unknown,unknown,3,2,0,0,,,11.0,,,41.0,0,unknown,0
2015,Netherlands,0,0,0,0,0,0,Trijntje Oosterhuis,Walk Along,English,Pop,1,4,-,,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,4,0,0,,,14.0,,,33.0,0,unknown,0
2015,Finland,0,0,0,0,0,0,Pertti Kurikan Nimipaivat,Aina mun pitaa,Finnish,Rock,1,5,-,,Male,1,unknown,unknown,C Major,97,85,39,80,6 dB,0,0,36,5,unknown,unknown,0,0,3,0,,,16.0,,,13.0,0,unknown,0
2015,North Macedonia,0,0,0,0,0,0,Daniel Kajmakoski,Autumn Leaves,English,Pop,1,8,-,,Male,1,unknown,unknown,C Major,120,64,60,40,8 dB,63,0,9,3,unknown,unknown,0,3,0,0,,,15.0,,,28.0,0,unknown,0
2015,Belarus,0,0,0,0,0,0,Uzari†&†Maimuna,Time,English,Pop,1,11,-,,Male,1,unknown,unknown,G Minor,130,84,56,51,4 dB,10,0,27,4,unknown,unknown,0,0,1,0,,,12.0,,,39.0,0,unknown,0
2015,Denmark,0,0,0,0,0,0,Anti Social Media,The Way You Are,English,Pop,1,13,-,,Male,1,unknown,unknown,C Major,125,78,58,84,2 dB,9,0,24,3,unknown,unknown,0,2,3,1,,,13.0,,,33.0,0,unknown,0
2015,Ireland,0,0,0,0,0,0,Molly Sterling,Playing with Numbers,English,Ballad,2,2,-,,Female,1,unknown,unknown,C Major,79,49,56,24,6 dB,27,0,30,3,unknown,unknown,0,2,3,1,,,12.0,,,35.0,0,unknown,0
2015,San Marino,0,0,0,0,0,0,Anita Simoncini†&†Michele Perniola,Chain of Lights,English,Pop,2,3,-,,Mix,2,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,4,0,0,,,16.0,,,11.0,0,unknown,0
2015,Malta,0,0,0,0,0,0,Amber,Warrior,English,Ballad,2,5,-,,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,0,0,,,11.0,,,43.0,0,unknown,0
2015,Portugal,0,0,0,0,0,0,Leonor Andrade,Ha um mar que nos separa,Portuguese,Ballad,2,7,-,,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,4,0,0,,,14.0,,,19.0,0,unknown,0
2015,Czech Republic,0,0,0,0,0,0,Marta Jandova†&†Vaclav Noid Barta,Hope Never Dies,English,Ballad,2,8,-,,Mix,2,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,0,0,,,13.0,,,33.0,0,unknown,0
2015,Iceland,0,0,0,0,0,0,Maria Olafs,Unbroken,English,Pop,2,12,-,,Female,1,unknown,unknown,Ab Major,97,61,27,46,7 dB,10,0,30,5,unknown,unknown,0,5,0,0,,,15.0,,,14.0,0,unknown,0
2015,Switzerland,0,0,0,0,0,0,Melanie Rene,Time to Shine,English,Pop,2,14,-,,Female,1,unknown,unknown,E Minor,140,67,60,45,7 dB,1,0,14,4,unknown,unknown,0,0,4,0,,,17.0,,,4.0,0,unknown,0
2014,Austria,214,306,520,1,0,1,Conchita Wurst,Rise Like a Phoenix,English,Ballad,2,6,11,1.0,Male,1,unknown,unknown,D Minor,82,45,43,21,9 dB,8,0,13,3,unknown,unknown,0,0,0,0,34.0,26.0,1.0,,,169.0,0,unknown,0
2014,Sweden,199,173,372,0,0,1,Sanna Nielsen,Undo,English,Ballad,1,4,13,3.0,Female,1,unknown,unknown,Fs Major,122,49,58,26,4 dB,40,0,8,4,unknown,unknown,0,0,0,0,32.0,25.0,2.0,,,131.0,0,unknown,0
2014,Armenia,113,187,300,0,0,1,Aram MP3,Not Alone,English,Ballad,1,1,7,4.0,Male,1,unknown,unknown,C Minor,70,63,45,20,7 dB,28,95,20,3,unknown,unknown,0,0,0,0,26.0,19.0,4.0,,,121.0,1,unknown,0
2014,Hungary,138,83,221,0,0,1,Andras Kallay-Saunders,Running,English,Pop,1,16,21,5.0,Male,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,2,0,0,0,21.0,21.0,3.0,,,127.0,0,unknown,0
2014,Russia,62,132,194,0,0,1,Tolmachevy Sisters,Shine,English,Pop,1,7,15,7.0,Female,2,unknown,unknown,E Minor,120,87,63,71,5 dB,22,0,10,3,unknown,unknown,0,0,0,0,18.0,11.0,6.0,,,63.0,0,unknown,0
2014,Poland,23,162,185,0,0,1,Donatan†&†Cleo,My Slowianie ñ We Are Slavic,"Polish, English",Traditional,2,5,9,14.0,Female,1,unknown,unknown,G Major,156,85,68,68,5 dB,26,0,38,10,unknown,unknown,5,0,0,0,23.0,6.0,8.0,,,70.0,0,unknown,0
2014,Ukraine,72,112,184,0,0,1,Mariya Yaremchuk,Tick-Tock,English,Pop,1,9,1,6.0,Female,1,unknown,unknown,Fs Minor,125,90,70,73,4 dB,1,0,6,4,unknown,unknown,1,0,0,0,19.0,14.0,5.0,,,118.0,0,unknown,0
2014,Romania,51,103,154,0,0,1,Paula Seling†&†Ovi,Miracle,English,Dance,2,15,6,12.0,Mix,2,unknown,unknown,A Major,135,87,55,35,4 dB,2,0,18,4,unknown,unknown,0,0,0,0,16.0,9.0,2.0,,,125.0,0,unknown,0
2014,Finland,114,36,150,0,0,1,Softengine,Something Better,English,Rock,2,8,18,11.0,Male,1,unknown,unknown,C Major,146,88,56,37,6 dB,0,0,25,6,unknown,unknown,0,0,4,1,7.0,19.0,3.0,,,97.0,0,unknown,0
2014,Norway,102,39,141,0,0,1,Carl Espen,Silent Storm,English,Ballad,2,3,5,8.0,Male,1,unknown,unknown,A Major,75,20,35,24,11 dB,86,0,10,4,unknown,unknown,0,0,1,0,13.0,18.0,6.0,,,77.0,0,unknown,0
2014,Switzerland,26,114,140,0,0,1,Sebalter,Hunter of Stars,English,Pop,2,12,20,13.0,Male,1,unknown,unknown,E Minor,88,89,57,92,4 dB,14,0,10,7,unknown,unknown,0,0,5,1,29.0,5.0,4.0,,,92.0,0,unknown,0
2014,Malta,119,12,131,0,0,1,Firelight,Coming Home,English,Traditional,2,1,22,23.0,Mix,2,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,4,1,4.0,22.0,9.0,,,63.0,0,unknown,0
2014,Denmark,85,42,127,0,1,1,Basim,Cliche Love Song,English,Pop,1,-,23,9.0,Male,1,unknown,unknown,Ab Major,112,84,78,71,4 dB,5,0,5,6,unknown,unknown,2,3,0,0,12.0,16.0,,,,123.0,0,unknown,1
2014,Azerbaijan,101,14,115,0,0,1,Dilara Kazimova,Start a Fire,English,Ballad,1,8,3,22.0,Female,1,unknown,unknown,B Minor,85,32,30,31,7 dB,83,0,18,3,unknown,unknown,1,0,0,0,3.0,22.0,9.0,,,57.0,0,unknown,0
2014,Spain,83,29,112,0,1,1,Ruth Lorenzo,Dancing in the Rain,"English,†Spanish",Ballad,1,-,19,10.0,Female,1,unknown,unknown,C Major,130,67,60,42,7 dB,68,0,10,4,unknown,unknown,0,0,0,0,7.0,21.0,,,,123.0,0,unknown,0
2014,Belarus,50,56,106,0,0,1,Teo,Cheesecake,English,Pop,2,10,2,16.0,Male,1,unknown,unknown,Db Minor,95,80,80,89,4 dB,18,0,7,7,unknown,unknown,0,4,0,0,10.0,9.0,5.0,,,87.0,0,unknown,0
2014,Iceland,59,38,97,0,0,1,Pollaponk,No Prejudice,English,Rock,1,5,4,15.0,Male,3,unknown,unknown,G Major,108,93,71,76,5 dB,11,0,26,9,unknown,unknown,0,2,1,1,9.0,9.0,8.0,,,61.0,0,unknown,0
2014,Greece,45,41,86,0,0,1,Freaky Fortune†feat.†RiskyKidd,Rise Up,English,Dance,2,13,10,20.0,Male,2,unknown,unknown,C Minor,128,82,67,65,6 dB,4,0,39,6,unknown,unknown,0,0,1,0,11.0,11.0,7.0,,,74.0,0,unknown,0
2014,Germany,56,27,83,0,1,1,Elaiza,Is It Right,English,Traditional,2,-,12,18.0,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,2,0,6.0,12.0,,,,123.0,0,unknown,0
2014,Montenegro,48,27,75,0,0,1,Sergej cetkovic,Moj svijet,Montenegrin,Ballad,1,15,8,19.0,Male,1,unknown,unknown,C Minor,53,58,19,23,5 dB,32,0,11,4,unknown,unknown,1,3,0,0,3.0,9.0,7.0,,,63.0,0,unknown,0
2014,United Kingdom,49,24,73,0,1,1,Molly,Children of the Universe,English,Pop,2,-,26,17.0,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,4,1,0,5.0,12.0,,,,123.0,0,unknown,0
2014,Italy,37,22,59,0,1,1,Emma,La mia citta,Italian,Rock,1,-,16,21.0,Female,1,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,4,0,4.0,5.0,,,,123.0,0,unknown,0
2014,Slovenia,21,15,36,0,0,1,Tinkara Kovac,Round and Round,"English,†Slovene",Pop,2,14,17,25.0,Female,1,unknown,unknown,Ab Major,120,63,54,25,6 dB,2,0,22,3,unknown,unknown,0,3,0,1,2.0,7.0,10.0,,,52.0,0,unknown,0
2014,San Marino,16,15,31,0,0,1,Valentina Monetta,Maybe,English,Ballad,1,12,25,24.0,Female,2,unknown,unknown,-,-,-,-,-,,-,-,-,-,unknown,unknown,0,0,1,0,7.0,3.0,10.0,,,40.0,0,unknown,0
2014,France,5,1,6,0,1,1,TWIN TWIN,Moustache,French,Dance,2,-,14,26.0,Male,1,unknown,unknown,Eb Minor,128,89,66,79,5 dB,0,0,9,4,unknown,unknown,2,1,2,0,1.0,2.0,,,,123.0,0,unknown,0
2014,Latvia,0,0,0,0,0,0,Aarzemnieki,Cake to Bake,English,Pop,1,2,-,,Male,2,unknown,unknown,Fs Major,99,69,59,81,7 dB,63,0,13,7,unknown,unknown,0,0,2,1,,,13.0,,,33.0,0,unknown,0
2014,Estonia,0,0,0,0,0,0,Tanja,Amazing,English,Dance,1,3,-,,Female,1,unknown,unknown,F Minor,128,63,64,14,7 dB,1,43,12,4,unknown,unknown,1,0,0,0,,,12.0,,,36.0,0,unknown,0
